W1,T1,W2,T2,W3,T3,W4,T4,W5,T5,W6,T6
横幅,"breadth, width",広狭,width and narrowness,広さ,"size, width",縦横,length and width,肩幅,shoulder width,隙,"gap, space"
無い,"no, none",きつい,hard,目覚ましい,remarkable,いとおしい,loving,青黒い,black and blue,面映ゆい,bashful
良い,good,怪しい,suspicious,荒々しい,rough,めんどい,tedious,図太い,brazen,あざとい,bewitching
多い,too much,煩い,noisy,誇らしい,proud,味気無い,tasteless,罪深い,sinful,腫れぼったい,swollen
高い,high,不味い,unpleasant,みっともない,unseemly,懐こい,friendly,神々しい,godly,むず痒い,itchy
大きい,big,温かい,warm,喧しい,noisy,真っ白い,pure white,しょっぱい,sour,えぐい,unpleasant
悪い,bad,汚い,dirty,甲高い,high-pitched,物憂い,gloomy,どす黒い,black,涙ぐましい,tearful
強い,strong,素早い,quick,煩わしい,annoying,きもい,disgusting,烏滸がましい,presumptuous,えげつない,unpleasant
少ない,less,望ましい,desirable,頼もしい,dependable,物悲しい,sad,晴れがましい,pompous,雪深い,deep in snow
長い,long,危ない,dangerous,卑しい,mean,疚しい,having a guilty conscience,血腥い,bloody,みみっちい,miserable
新しい,new,悔しい,frustrating,だらし無い,sloppy,目新しい,new,はしたない,shameful,寝苦しい,hard to sleep
早い,fast,柔らかい,soft,怠い,sluggish.,紛らわしい,confusing,揺るぎない,unshakeable,惨たらしい,miserable
甘い,sweet,等しい,equal,手早い,quick,馴れ馴れしい,familiar,真っ黒い,black,繁い,thrifty
若い,young,大人しい,docile,ぎこちない,awkward,麗しい,lovely,女々しい,feminine,倹しい,thrifty
欲しい,want,暖かい,warm,訝しい,quizzical,程近い,close,怪し,suspicious,手荒い,rough
深い,deep,堅い,hard,重苦しい,heavy,浅ましい,shallow,水臭い,watery,胸苦しい,disgusting
近い,close,めでたい,showy,重たい,heavy,思わしい,thoughtful,あくどい,vicious,しおらしい,solemn
小さい,small,軟らかい,soft,憎い,hateful,厚かましい,impudent,敢え無い,tragic,なるい,harsh
難しい,difficult,浅い,shallow,若々しい,youthful,如何わしい,unpleasant,野暮ったい,unrefined,むさくるしい,messy
凄い,great,凄まじい,tremendous,騒がしい,noisy,生温い,lukewarm,狡賢い,cunning,粘っこい,tenacious
面白い,interesting,黄色い,yellow,覚束無い,fretful,気怠い,languid,けばけばしい,gaudy,甲斐甲斐しい,helpful
広い,wide,情けない,pathetic,恋しい,longing,軽々しい,frivolous,黴臭い,musty,心安い,carefree
美しい,beautiful,危うい,dangerous,呆気ない,dull,気難しい,awkward,塩辛い,salty,空々しい,empty
白い,white,乏しい,scarce,名高い,famous,肌寒い,chilly,白々しい,whitish,身軽い,light-hearted
低い,low,しつこい,persistent,酸っぱい,sour,甘ったるい,sweet,由々しい,由 由,妬ましい,jealous
楽しい,fun,羨ましい,envious,もどかしい,frustrating,あどけない,innocent,捗々しい,progressive,ひ弱い,weak
嬉しい,happy,空しい,empty,清々しい,refreshing,苛立たしい,irritating,刺々しい,stinging,かったるい,languid
酷い,terrible,でかい,big,清い,clean,極まりない,extreme,気忙しい,busy,口汚い,foul-mouthed
古い,old,涼しい,cool,拙い,poor,根深い,deep-rooted,愚かしい,foolish,間近い,close at hand
安い,cheap,力強い,powerful,見苦しい,unsightly,古めかしい,old-fashioned,汚らしい,dirty,きな臭い,foul-mouthed
美味しい,delicious,淡い,pale,平たい,flat,おっかない,scary,平べったい,flat,小難しい,picky
正しい,correct,幅広い,broad,心強い,reassuring,せこい,stingy,狭苦しい,cramped,気弱い,weak-minded
詳しい,detailed,荒い,rough,程良い,moderate,気高い,noble,脂っこい,greasy,しどけない,slovenly
激しい,intense,賢い,wise,茶色い,brown,初々しい,prim and proper,柔い,soft,せせこましい,impatient
怖い,scary,薄暗い,dim,後ろめたい,guilty,甘酸っぱい,sweet and sour,そこはかと無い,vague,疑り深い,suspicious
厳しい,severe,心地良い,comfortable,ださい,unsightly,眠たい,sleepy,毒々しい,poisonous,まどろっこしい,sluggish
辛い,painful,さり気無い,unconcerned,痛ましい,painful,赤黒い,reddish-black,煙たい,smoky,わりない,indifferent
軽い,light,鈍い,dull,愛らしい,adorable,腑甲斐無い,feckless,手痛い,painful,物寂しい,lonely
優しい,gentle,好ましい,pleasant,目まぐるしい,dizzy,木目細かい,fine-grained,ほろ苦い,bittersweet,ちょろい,lazy
可愛い,pretty,快い,pleasant,忌ま忌ましい,abominable,凛々しい,dignified,こっ酷い,awful,しかつめらしい,dignified
重い,heavy,逞しい,robust,輝かしい,glorious,恐れ多い,fearful,狂おしい,crazy,すげない,shabby
可笑しい,funny,眠い,sleepy,小高い,small and high,エロい,erotic,ふてぶてしい,brawny,さもしい,sorrowful
明るい,light,やばい,unpleasant,苦々しい,bitter,心無い,heartless,汗臭い,sweaty,慕わしい,longing
痛い,painful,醜い,ugly,瑞々しい,fresh,気恥ずかしい,embarrassed,汚らわしい,filthy,丸っこい,round
赤い,red,痒い,itchy,眩い,dazzling,物珍しい,unusual,空恐ろしい,horrible,やんごとない,noble
短い,short,惜しい,regrettable,華々しい,florid,生暖かい,warm,しょぼい,gloomy,美々しい,beautiful
暗い,dark,限り無い,endless,気安い,easy-going,手厳しい,harsh,すばしこい,filthy,草深い,grassy
遅い,slow,眩しい,glaring,恭しい,reverent,物々しい,stuffy,泥臭い,muddy,腹黒い,black-hearted
弱い,weak,細長い,long and narrow,心許ない,carefree,忙しない,busy,青臭い,green,気軽い,light-hearted
黒い,black,慌ただしい,hectic,手厚い,generous,疾し,fast,手堅い,tough,薄っぺらい,flimsy
遠い,distant,緩い,loose,惨い,miserable,しぶとい,stubborn,初い,novice,賑々しい,lively
薄い,thin,可愛らしい,lovely,侘しい,shabby,口煩い,nagging,疑い深い,suspicious,粘い,sticky
狭い,narrow,険しい,rugged,図々しい,impudent,疎ましい,annoying,香しい,fragrant,うら若い,young
素晴らしい,wonderful,苦い,bitter,疎い,sparse,焦れったい,impatient,吝い,stingy,小煩い,fussy
珍しい,unusual,尊い,precious,勇ましい,brave,際どい,cruel,猛々しい,fierce,人恋しい,longing for others
寂しい,lonely,悪しい,bad,恨めしい,sorrowful,厳つい,stern,熱苦しい,feverish,寒々しい,cold
冷たい,cold,切ない,sad,力無い,powerless,いじらしい,pathetic,色好い,sexy,厚ぼったい,thickly clad
寒い,cold,青白い,pale,真新しい,brand new,憎らしい,hateful,手軽い,light-hearted,情け深い,compassionate
恐ろしい,terrible,夥しい,vast,悍ましい,fearless,面白おかしい,amusing,仲睦まじい,friendly,残り惜しい,reluctant to leave
忙しい,busy,分厚い,thick,忝い,grateful,待ち遠しい,longing,とろい,slow,厳い,grim
細い,thin,馬鹿馬鹿しい,ridiculous,くどい,gruesome,思しい,longing,憎たらしい,hateful,厭わしい,disagreeable
恥ずかしい,embarrassed,しんどい,painful,粘り強い,tenacious,縁遠い,distant,奥床しい,reserved,悪賢い,cunning
悲しい,sad,甚だしい,severe,見窄らしい,shabby,近しい,close,恙無い,well-behaved,考え深い,thoughtful
宜しい,good,止む無い,unavoidable,余所余所しい,ostentatious,憎々しい,hateful,真ん丸い,round,馴染み深い,familiar
濃い,strong,息苦しい,suffocating,蒸し暑い,hot and humid,たどたどしい,hesitant,手酷い,harsh,そそっかしい,careless
苦しい,painful,狡い,cunning,痛々しい,painful,ひもじい,dirty,生易しい,easy,名残惜しい,reluctant
熱い,hot,心細い,heartbreaking,慎ましい,modest,薄汚い,dirty,涙脆い,tearful and fragile,口さがない,reticent
細かい,fine,奥深い,profound,か細い,thin,歯痒い,tantalizing,だだっ広い,wide,いじましい,pushy
太い,thick,生々しい,raw,艶めかしい,lustrous,似付かわしい,pretentious,ぼろい,ragged,姦しい,adulterous
偉い,big,ややこしい,complicated,堅苦しい,stiff,回りくどい,circuitous,恨みがましい,resentful,如此し,like
速い,fast,頼り無い,unreliable,生臭い,fishy,きしょい,grim,愛くるしい,lovable,聞き苦しい,difficult to listen to
鋭い,sharp,儚い,fleeting,香ばしい,fragrant,易しい,easy,つれない,unsympathetic,物狂おしい,fussy
青い,blue,素っ気ない,bland,温い,warm,危なっかしい,dangerous,涼しい,cool,がめつい,greedy
仕方無い,cannot be helped,根強い,persistent,荒っぽい,rough,いみじ,meaningful,薄ら寒い,chilly,うそ寒い,utterly cold
厚い,thick,うざい,annoying,浅黒い,sallow,毛深い,hairy,野太い,audacious,むさい,foul
親しい,close,脆い,brittle,重々しい,heavy,惜しみ無い,generous,手広い,spacious,口喧しい,foul-mouthed
暑い,hot,嫌らしい,disgusting,騒々しい,noisy,か弱い,fragile,山深い,mountainous,長々しい,long-winded
幼い,young,気まずい,awkward,芳しい,aromatic,堆い,compassionate,小賢しい,clever,弛い,lax
相応しい,suitable,程遠い,far-fetched,粗い,coarse,しがない,penniless,たわいない,absurd,小汚い,filthy
久しい,long,疑わしい,suspicious,忌まわしい,disgusting,目敏い,dazzling,物欲しい,wanting,長たらしい,long
有り難い,grateful,容易い,easy,擽ったい,ticklish,めぼしい,scintillating,幼けない,childish,気強い,stubborn
固い,hard,四角い,squarish,厳めしい,stern,仰々しい,ostentatious,床しい,floaty,後ろ暗い,gloomy
物凄い,awesome,渋い,austere,ごつい,harsh,禍々しい,ominous,慎み深い,modest,麗々しい,gaudy
懐かしい,nostalgic,愛しい,lovely,微笑ましい,amusing,悩ましい,distressing,どぎつい,sordid,うざったい,annoying
丸い,round,腹立たしい,annoying,喜ばしい,pleasing,嘆かわしい,sorrowful,睦まじい,cordial,心憎い,lamentable
貧しい,poor,弱々しい,feeble,安っぽい,cheesy,心苦しい,painful,酸い,sour,薄明るい,light-hearted
硬い,hard,鬱陶しい,annoying,手強い,tough,聡い,intelligent,甘辛い,sweet and spicy,はずい,bright
著しい,marked,潔い,graceful,けたたましい,boisterous,雄々しい,heroic,酒臭い,alcoholic,忠実忠実しい,faithful
男臭い,masculine,ひょろ長い,long and spindly,欲深い,greedy,口重い,heavy-handed,奇麗か,beautiful,由無い,meaningless
小暗い,dark,寝聡い,wise in bed,甘ちょろい,naive,小憎らしい,disagreeable,疎々しい,dull,口幅たい,mouth-watering
こそばゆい,coquettish,賢しい,wise,いがらっぽい,pungent,他し,other,まだるっこい,sluggish,痛痒い,itchy
こよない,dainty,長細い,long and thin,爺むさい,old-fashioned,むくつけし,compassionate,拠所無い,unreliable,糞暑い,hot as shit
どでかい,big,末恐ろしい,terrible,くだくだしい,crass,慈しみ深い,compassionate,物凄まじい,awful,事新しい,new
耳新しい,new to me,焦げ臭い,burnt smell,手緩い,slow,はしこい,nosy,晴々しい,sunny,福々しい,happy
